id,text,source,label,cleaned_text_1,cleaned_text_2
8460,"HAPPY BIRTHDAYS CODY, thank you for being my best friend and for always making me laugh, i love you sm and can’t wait to celebrate with you!! #18 #FFSC @coddyy13 https://t.co/Y6YlTHwvcy",twitter,0,happy birthdays cody thank best friend always making laugh love sm wait celebrate 18 ffsc https,happy birthdays cody thank you for being my best friend and for always making me laugh i love you sm and can t wait to celebrate with you 18 ffsc https
8461,@wizard300000000 suffocation no breathing dont give a fuck if i turn 24,twitter,1,suffocation breathing dont give fuck turn 24,suffocation no breathing dont give a fuck if i turn 24
8462,The Astros and a Rangers offered him more money. He signed with the Cubs at 16 because he liked the colors and he idolized Sammy Sosa. https://t.co/db6PQySwG6,twitter,0,astros rangers offered money signed cubs 16 liked colors idolized sammy sosa https,the astros and a rangers offered him more money he signed with the cubs at 16 because he liked the colors and he idolized sammy sosa https
8463,"Heaviest rain and wind  along/east of Hwy 52 in NC, Hwy 601 in SC. Still racing east at 45 mph. #scwx #ncwx https://t.co/7tvtTS3gXr",twitter,0,heaviest rain wind hwy 52 nc hwy 601 sc still racing east 45 mph scwx ncwx https,heaviest rain and wind of hwy 52 in nc hwy 601 in sc still racing east at 45 mph scwx ncwx https
8464,"Medical treatment standards are very high in the #USA, as are costs when compared to other countries. The government does not provide free #MedicalCare except for those over age 65 and for those who meet certain income guidelines. #TravelTips https://t.co/0IxShg5qR2",twitter,0,medical treatment standards high usa costs compared countries government provide free medicalcare except age 65 meet certain income guidelines traveltips https,medical treatment standards are very high in the usa as are costs when compared to other countries the government does not provide free medicalcare except for those over age 65 and for those who meet certain income guidelines traveltips https
8465,@tshadow326 @GlassBrokenWith @Danny_the_dingo @YouTube Next I'm gonna get exposed as a 69yo pansexual demiqueer trans faggot lesbian lol,twitter,0,next gon na get exposed 69yo pansexual demiqueer trans faggot lesbian lol,next i gon na get exposed as a 69yo pansexual demiqueer trans faggot lesbian lol
8466,"@DjDarkfox 25 years old...happy birthday, civic! ^^",twitter,0,25 years old happy birthday civic,25 years old happy birthday civic
8467,"@Harry_Styles Hi ℋ !! My birthday🎂🎉 is in 7 days and i would be the happiest girl in the world if you notice me 🎁. Love you forever 💕17,476",twitter,0,hi 7 days would happiest girl world notice love forever,hi my is in 7 days and i would be the happiest girl in the world if you notice me love you forever
8468,@DJ_Domo tj and Brehanna texted me. You asked did they call for my birthday. You off the shit!!! And it's free before 11,twitter,0,tj brehanna texted asked call birthday shit free 11,tj and brehanna texted me you asked did they call for my birthday you off the shit and it free before 11
8469,My Golden Birthday next month👑My pajama jam bout to go crazy 😝,twitter,0,golden birthday next pajama jam bout go crazy,my golden birthday next pajama jam bout to go crazy
8470,@MLBStatoftheDay @Klopez1985 @mookiebetts @RedSox Big Sexy at 69 pitches,twitter,0,big sexy 69 pitches,big sexy at 69 pitches
8471,"@simaditotangina Both of them are probably 15 years old  - one is missing several buttons, one usually doesn't turn on and when it does, it shuts off right away lol",twitter,0,probably 15 years old one missing several buttons one usually turn shuts right away lol,both of them are probably 15 years old one is missing several buttons one usually does turn on and when it does it shuts off right away lol
8472,Some months back I discovered @Discrepanciestv I've been harassing Kessel about bringing them to #SiouxCity since. Get to share the stage with them and my favorite locals this Sunday. I turn 27 at midnight. Let's fucking rage https://t.co/JVqp4Pn4CH,twitter,1,months back discovered harassing kessel bringing siouxcity since get share stage favorite locals sunday turn 27 midnight let fucking rage https,some months back i discovered i been harassing kessel about bringing them to siouxcity since get to share the stage with them and my favorite locals this sunday i turn 27 at midnight let fucking rage https
8473,"Laying in bed and all I can think about is how great my life is. I’m a 20 years old nurse, I have been with josh for SIX YEARS, and have the perfect mix of us two snuggles in between us. #thankful https://t.co/Nj3AGTQwOa",twitter,1,laying bed think great life 20 years old nurse josh six years perfect mix us two snuggles us thankful https,laying in bed and all i can think about is how great my life is i m a 20 years old nurse i have been with josh for six years and have the perfect mix of us two snuggles in between us thankful https
8474,@victoriaburczy @jim_mccloskey @frankthetank215 I'm going at 11,twitter,0,going 11,i going at 11
8475,Really wish I was turning 21 this week,twitter,1,really wish turning 21 week,really wish i was turning 21 this week
8476,"@dnllxndr He’s not token anything. He was open minded to evidence that allowed him to become a conservative thinker, instead of believing sensationalized click bait from CNN. Same thing happened to me at age 38 after being a life long Dem. Stop demonizing people who are different thinkers",twitter,0,token anything open minded evidence allowed become conservative thinker instead believing sensationalized click bait cnn thing happened age 38 life long dem stop demonizing people different thinkers,he s not token anything he was open minded to evidence that allowed him to become a conservative thinker instead of believing sensationalized click bait from cnn same thing happened to me at age 38 after being a life long dem stop demonizing people who are different thinkers
8477,"If by age 30 you haven't married your soulmate, shipping for the gun is free.",twitter,0,age 30 married soulmate shipping gun free,if by age 30 you have married your soulmate shipping for the gun is free
8478,@piglovingnataly They have a class at 24? 😭,twitter,0,class 24,they have a class at 24
8479,"My inbox, which I try to keep at 50 emails, is finally down to 90. It's been a rough few weeks.",twitter,0,inbox try keep 50 emails finally rough weeks,my inbox which i try to keep at 50 emails is finally down to it been a rough few weeks
8480,@noconversion Sorry this is incorrect. The real figure is 23 births for every 1000 women under the age of 20. https://t.co/MSF2cadKny,twitter,0,sorry incorrect real figure 23 births every 1000 women age https,sorry this is incorrect the real figure is 23 births for every 1000 women under the age of https
8481,Happy 29th birthday Adele! https://t.co/lBRIHUTNQR,twitter,0,happy 29th birthday adele https,happy 29th birthday adele https
8482,"they also said it’s kinda pity there’s no Haechan :”””)he should get better faster, so he can really celebrate the ceremony of being 20yo together!!☺️",twitter,0,also said kinda pity haechan get better faster really celebrate ceremony 20yo together,they also said it s kinda pity there s no haechan he should get better faster so he can really celebrate the ceremony of being 20yo together
8483,"Cyntoia Brown shot and killed a man who'd allegedly solicited her for sex. She was 16 years old and a victim of sex-trafficking. Prosecutors charged Brown with first-degree murder, and a judge sentenced her to 51 years to life in prison. https://t.co/a8gCaAS38G",twitter,0,cyntoia brown shot killed man allegedly solicited sex 16 years old victim prosecutors charged brown murder judge sentenced 51 years life prison https,cyntoia brown shot and killed a man who allegedly solicited her for sex she was 16 years old and a victim of prosecutors charged brown with murder and a judge sentenced her to 51 years to life in prison https
8484,"I’ve been providing for myself since the age of 17, just cause I️ let you help me here and there don’t mean I️ need you in my life 😂😭",twitter,0,providing since age 17 cause let help mean need life,i ve been providing for myself since the age of 17 just cause let you help me here and there don t mean need you in my life
8485,@GrnEyedMandy  #TamirRice case really breaks my heart!How the fuck can one shoot at a 12 yo with a toy gun?How can they be deemed innocent?,twitter,0,tamirrice case really breaks heart fuck one shoot 12 yo toy gun deemed innocent,tamirrice case really breaks my heart how the fuck can one shoot at a 12 yo with a toy gun how can they be deemed innocent
8486,We are headed to the 6A state championship! Washburn Rural @ 12 tomorrow! ⚽️❤️,twitter,0,headed 6a state championship washburn rural 12 tomorrow,we are headed to the 6a state championship washburn rural 12 tomorrow
8487,@Newsbreak_Lotus brought you #Mandela Funeral in 2013 this year we turn 21 so how have we affected your life? #Newsbreak21 #sabcnews https://t.co/Ghp3PiOcTq,twitter,0,brought mandela funeral 2013 year turn 21 affected life newsbreak21 sabcnews https,brought you mandela funeral in 2013 this year we turn 21 so how have we affected your life newsbreak21 sabcnews https
8488,Ima plan my 20th in like Jan. Cause I'm always last min with shit 😩,twitter,1,ima plan 20th like cause always last min shit,ima plan my 20th in like cause i always last min with shit
8489,"A lot of people die at 25, but don't get buried until they are 80, 90 years old. #bedifferent #makeadifference",twitter,0,lot people die 25 get buried 80 90 years old bedifferent makeadifference,a lot of people die at 25 but do get buried until they are 80 90 years old bedifferent makeadifference
8490,Cars over 15 years old can no longer be driven in New Delhi http://t.co/ZibL6ItGbl,twitter,0,cars 15 years old longer driven new delhi http,cars over 15 years old can no longer be driven in new delhi http
8491,Oh how cute my husband blocked me. Childish bullshit....42 years old and acting like a 4 year old who doesn't get his way.,twitter,0,oh cute husband blocked childish bullshit 42 years old acting like 4 year old get way,oh how cute my husband blocked me childish bullshit 42 years old and acting like a 4 year old who does get his way
